SeqID;Isolate_Id;Isolate_Name;subtype;Location;lat;lon;Host;Collection_Date
>EPI_ISL_14864652|A/long-tailed_skua/Scotland/22/2022|A_/_H5N1;EPI_ISL_14864652;A/long-tailed_skua/Scotland/22/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-02-01
>EPI_ISL_14985523|A/Sandwich_tern/Sweden/SVA220623SZ0237/FB001998/K-2022|A_/_H5N1;EPI_ISL_14985523;A/Sandwich_tern/Sweden/SVA220623SZ0237/FB001998/K-2022;A / H5N1;Europe / Sweden / Blekinge Lan / Karlskrona Kommun;;;Other avian;2022-06-09
>EPI_ISL_14985602|A/white-tailed_eagle/Sweden/SVA220629SZ0296/FB002045/I-2022|A_/_H5N1;EPI_ISL_14985602;A/white-tailed_eagle/Sweden/SVA220629SZ0296/FB002045/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Halietus albicilla;2022-05-24
>EPI_ISL_14986757|A/Gray_lag_goose/Sweden/SVA220719SZ0483/FB002374/O-2022|A_/_H5N1;EPI_ISL_14986757;A/Gray_lag_goose/Sweden/SVA220719SZ0483/FB002374/O-2022;A / H5N1;Europe / Sweden / Vastra Gotalands Lan / Uddevalla Kommun;;;Greylag goose;2022-07-22
>EPI_ISL_14986843|A/Canada_goose/Sweden/SVA220726SZ0310/FB002420/O-2022|A_/_H5N1;EPI_ISL_14986843;A/Canada_goose/Sweden/SVA220726SZ0310/FB002420/O-2022;A / H5N1;Europe / Sweden / Vastra Gotalands Lan / Goteborgs Kommun;;;Branta canadensis;2022-07-26
>EPI_ISL_14987487|A/common_guillemot/Sweden/SVA220727SZ0354/FB002466/I-2022|A_/_H5N1;EPI_ISL_14987487;A/common_guillemot/Sweden/SVA220727SZ0354/FB002466/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Other avian;2022-07-27
>EPI_ISL_14987682|A/_great_cormorant_/Sweden/SVA220727SZ0359/FB002476/I-2022|A_/_H5N1;EPI_ISL_14987682;A/_great_cormorant_/Sweden/SVA220727SZ0359/FB002476/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Avian;2022-07-27
>EPI_ISL_15038818|A/pheasant/England/115311/2022|A_/_H5N1;EPI_ISL_15038818;A/pheasant/England/115311/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-09-05
>EPI_ISL_15038819|A/partridge/England/115171/2022|A_/_H5N1;EPI_ISL_15038819;A/partridge/England/115171/2022;A / H5N1;Europe / United Kingdom / England;;;Partridge;2022-09-05
>EPI_ISL_15038822|A/chicken/England/114595/2022|A_/_H5N1;EPI_ISL_15038822;A/chicken/England/114595/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-02
>EPI_ISL_15038823|A/pelican/England/112670/2022|A_/_H5N1;EPI_ISL_15038823;A/pelican/England/112670/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-08-28
>EPI_ISL_15038824|A/chicken/Jersey/112779/2022|A_/_H5N1;EPI_ISL_15038824;A/chicken/Jersey/112779/2022;A / H5N1;Europe / United Kingdom;;;Chicken;2022-08-30
>EPI_ISL_15585748|A/Chicken/England/126673/2022|A_/_H5N1;EPI_ISL_15585748;A/Chicken/England/126673/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-04
>EPI_ISL_15585749|A/Chicken/England/127733/2022|A_/_H5N1;EPI_ISL_15585749;A/Chicken/England/127733/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-06
>EPI_ISL_15585750|A/Chicken/England/127861/2022|A_/_H5N1;EPI_ISL_15585750;A/Chicken/England/127861/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-06
>EPI_ISL_15585751|A/Chicken/England/128321/2022|A_/_H5N1;EPI_ISL_15585751;A/Chicken/England/128321/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-07
>EPI_ISL_15585752|A/Chicken/England/128527/2022|A_/_H5N1;EPI_ISL_15585752;A/Chicken/England/128527/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-08
>EPI_ISL_15585753|A/Chicken/England/129627/2022|A_/_H5N1;EPI_ISL_15585753;A/Chicken/England/129627/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-10
>EPI_ISL_15585754|A/Chicken/England/129733/2022|A_/_H5N1;EPI_ISL_15585754;A/Chicken/England/129733/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-10
>EPI_ISL_15585755|A/Chicken/England/129801/2022|A_/_H5N1;EPI_ISL_15585755;A/Chicken/England/129801/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-10
>EPI_ISL_15585757|A/Chicken/England/134205/2022|A_/_H5N1;EPI_ISL_15585757;A/Chicken/England/134205/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-18
>EPI_ISL_15585760|A/Domestic_Goose/England/127100/2022|A_/_H5N1;EPI_ISL_15585760;A/Domestic_Goose/England/127100/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-05
>EPI_ISL_15585761|A/Domestic_Goose/England/130370/2022|A_/_H5N1;EPI_ISL_15585761;A/Domestic_Goose/England/130370/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-11
>EPI_ISL_15585762|A/Guinea_Fowl/England/127733/2022|A_/_H5N1;EPI_ISL_15585762;A/Guinea_Fowl/England/127733/2022;A / H5N1;Europe / United Kingdom / England;;;Guinea fowl;2022-10-06
>EPI_ISL_15585763|A/Turkey/England/127741/2022|A_/_H5N1;EPI_ISL_15585763;A/Turkey/England/127741/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-06
>EPI_ISL_15585764|A/Turkey/England/128362/2022|A_/_H5N1;EPI_ISL_15585764;A/Turkey/England/128362/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-07
>EPI_ISL_15585765|A/Turkey/England/128999/2022|A_/_H5N1;EPI_ISL_15585765;A/Turkey/England/128999/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-09
>EPI_ISL_15585839|A/Turkey/England/129035/2022|A_/_H5N1;EPI_ISL_15585839;A/Turkey/England/129035/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-09
>EPI_ISL_15585840|A/Turkey/England/129898/2022|A_/_H5N1;EPI_ISL_15585840;A/Turkey/England/129898/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-10
>EPI_ISL_15585841|A/Turkey/England/129968/2022|A_/_H5N1;EPI_ISL_15585841;A/Turkey/England/129968/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-10
>EPI_ISL_15585842|A/Turkey/England/130038/2022|A_/_H5N1;EPI_ISL_15585842;A/Turkey/England/130038/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-10
>EPI_ISL_15585844|A/Turkey/England/130299/2022|A_/_H5N1;EPI_ISL_15585844;A/Turkey/England/130299/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-11
>EPI_ISL_15585855|A/chicken/England/115900/2022|A_/_H5N1;EPI_ISL_15585855;A/chicken/England/115900/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-07
>EPI_ISL_15585856|A/chicken/England/118828/2022|A_/_H5N1;EPI_ISL_15585856;A/chicken/England/118828/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-17
>EPI_ISL_15585859|A/chicken/England/119062/2022|A_/_H5N1;EPI_ISL_15585859;A/chicken/England/119062/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-19
>EPI_ISL_15585860|A/chicken/England/120099/2022|A_/_H5N1;EPI_ISL_15585860;A/chicken/England/120099/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-21
>EPI_ISL_15585861|A/chicken/England/121695/2022|A_/_H5N1;EPI_ISL_15585861;A/chicken/England/121695/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-23
>EPI_ISL_15585862|A/chicken/England/121771/2022|A_/_H5N1;EPI_ISL_15585862;A/chicken/England/121771/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-23
>EPI_ISL_15585864|A/chicken/England/123975/2022|A_/_H5N1;EPI_ISL_15585864;A/chicken/England/123975/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-28
>EPI_ISL_15585865|A/chicken/England/124798/2022|A_/_H5N1;EPI_ISL_15585865;A/chicken/England/124798/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-30
>EPI_ISL_15585880|A/chicken/England/125420/2022|A_/_H5N1;EPI_ISL_15585880;A/chicken/England/125420/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-03
>EPI_ISL_15585881|A/chicken/England/130482/2022|A_/_H5N1;EPI_ISL_15585881;A/chicken/England/130482/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-04
>EPI_ISL_15585882|A/chicken/England/131142/2022|A_/_H5N1;EPI_ISL_15585882;A/chicken/England/131142/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-12
>EPI_ISL_15585884|A/chicken/England/131916/2022|A_/_H5N1;EPI_ISL_15585884;A/chicken/England/131916/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-13
>EPI_ISL_15585885|A/chicken/England/132529/2022|A_/_H5N1;EPI_ISL_15585885;A/chicken/England/132529/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-14
>EPI_ISL_15585886|A/chicken/England/133051/2022|A_/_H5N1;EPI_ISL_15585886;A/chicken/England/133051/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-16
>EPI_ISL_15585891|A/domestic_goose/England/120019/2022|A_/_H5N1;EPI_ISL_15585891;A/domestic_goose/England/120019/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-17
>EPI_ISL_15585892|A/domestic_goose/England/125128/2022|A_/_H5N1;EPI_ISL_15585892;A/domestic_goose/England/125128/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-09-21
>EPI_ISL_15585893|A/domestic_goose/England/125496/2022|A_/_H5N1;EPI_ISL_15585893;A/domestic_goose/England/125496/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-03
>EPI_ISL_15585895|A/domestic_goose/England/132400/2022|A_/_H5N1;EPI_ISL_15585895;A/domestic_goose/England/132400/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-14
>EPI_ISL_15585896|A/greylag_goose/England/125886/2022|A_/_H5N1;EPI_ISL_15585896;A/greylag_goose/England/125886/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Greylag goose;2022-09-12
>EPI_ISL_15585897|A/greylag_goose/England/312865/2022|A_/_H5N1;EPI_ISL_15585897;A/greylag_goose/England/312865/2022;A / H5N1;Europe / United Kingdom / England;;;Greylag goose;2022-10-03
>EPI_ISL_15585899|A/greylag_goose/Wales/126264/2022|A_/_H5N1;EPI_ISL_15585899;A/greylag_goose/Wales/126264/2022;A / H5N1;Europe / United Kingdom / Wales;;;Greylag goose;2022-09-26
>EPI_ISL_15585904|A/pheasant/England/132162/2022|A_/_H5N1;EPI_ISL_15585904;A/pheasant/England/132162/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-09-05
>EPI_ISL_15585905|A/pheasant/England/251536/2022|A_/_H5N1;EPI_ISL_15585905;A/pheasant/England/251536/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-10-15
>EPI_ISL_15585906|A/pheasant/England/393437/2022|A_/_H5N1;EPI_ISL_15585906;A/pheasant/England/393437/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-08-26
>EPI_ISL_15585908|A/turkey/England/125196/2022|A_/_H5N1;EPI_ISL_15585908;A/turkey/England/125196/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-09-26
>EPI_ISL_15585909|A/turkey/England/132310/2022|A_/_H5N1;EPI_ISL_15585909;A/turkey/England/132310/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-15
>EPI_ISL_15585910|A/turkey/England/132460/2022|A_/_H5N1;EPI_ISL_15585910;A/turkey/England/132460/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-15
>EPI_ISL_15585911|A/turkey/England/132948/2022|A_/_H5N1;EPI_ISL_15585911;A/turkey/England/132948/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-15
>EPI_ISL_15585920|A/turkey/Wales/132240/2022|A_/_H5N1;EPI_ISL_15585920;A/turkey/Wales/132240/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-18
>EPI_ISL_15586107|A/Bufflehead_Duck/Northern_Ireland/012321/2022|A_/_H5N1;EPI_ISL_15586107;A/Bufflehead_Duck/Northern_Ireland/012321/2022;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Duck;2022-10-10
>EPI_ISL_15586108|A/Carolina_Duck/England/128445/2022|A_/_H5N1;EPI_ISL_15586108;A/Carolina_Duck/England/128445/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-07
>EPI_ISL_15586109|A/Domestic_Duck/England/128223/2022|A_/_H5N1;EPI_ISL_15586109;A/Domestic_Duck/England/128223/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-06
>EPI_ISL_15586110|A/Domestic_Duck/England/128591/2022|A_/_H5N1;EPI_ISL_15586110;A/Domestic_Duck/England/128591/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-08
>EPI_ISL_15586111|A/Domestic_Duck/England/128721/2022|A_/_H5N1;EPI_ISL_15586111;A/Domestic_Duck/England/128721/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-08
>EPI_ISL_15586112|A/Domestic_Duck/England/128822/2022|A_/_H5N1;EPI_ISL_15586112;A/Domestic_Duck/England/128822/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-09
>EPI_ISL_15586113|A/Domestic_Duck/England/128927/2022|A_/_H5N1;EPI_ISL_15586113;A/Domestic_Duck/England/128927/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-09
>EPI_ISL_15586115|A/Domestic_Duck/England/134956/2022|A_/_H5N1;EPI_ISL_15586115;A/Domestic_Duck/England/134956/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-19
>EPI_ISL_15586116|A/Nene_Goose/Northern_Ireland/013322/2022|A_/_H5N1;EPI_ISL_15586116;A/Nene_Goose/Northern_Ireland/013322/2022;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Goose;2022-10-10
>EPI_ISL_15586117|A/Whistling_Duck/England/128441/2022|A_/_H5N1;EPI_ISL_15586117;A/Whistling_Duck/England/128441/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-07
>EPI_ISL_15586122|A/domestic_duck/England/117887/2022|A_/_H5N1;EPI_ISL_15586122;A/domestic_duck/England/117887/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-09-09
>EPI_ISL_15586124|A/domestic_duck/England/125290/2022|A_/_H5N1;EPI_ISL_15586124;A/domestic_duck/England/125290/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-09-20
>EPI_ISL_15586125|A/domestic_duck/England/129575/2022|A_/_H5N1;EPI_ISL_15586125;A/domestic_duck/England/129575/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-02
>EPI_ISL_15586126|A/domestic_duck/England/130575/2022|A_/_H5N1;EPI_ISL_15586126;A/domestic_duck/England/130575/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-12
>EPI_ISL_15586128|A/domestic_duck/England/132948/2022|A_/_H5N1;EPI_ISL_15586128;A/domestic_duck/England/132948/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-13
>EPI_ISL_15586132|A/mute_Swan/Scotland/126261/2022|A_/_H5N1;EPI_ISL_15586132;A/mute_Swan/Scotland/126261/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-09-02
>EPI_ISL_15586133|A/mute_swan/England/117298/2022|A_/_H5N1;EPI_ISL_15586133;A/mute_swan/England/117298/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-09-18
>EPI_ISL_15586134|A/mute_swan/England/125329/2022|A_/_H5N1;EPI_ISL_15586134;A/mute_swan/England/125329/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-09-18
>EPI_ISL_15586135|A/mute_swan/England/253063/2022|A_/_H5N1;EPI_ISL_15586135;A/mute_swan/England/253063/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-09-27
>EPI_ISL_15586136|A/mute_swan/England/328136/2022|A_/_H5N1;EPI_ISL_15586136;A/mute_swan/England/328136/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-10-03
>EPI_ISL_15697406|A/Pavo/Belgium/10906_0006/2022|A_/_H5N1;EPI_ISL_15697406;A/Pavo/Belgium/10906_0006/2022;A / H5N1;Europe / Belgium / Provincie Limburg / Bocholt;;;Other avian;2022-09-18
>EPI_ISL_15699929|A/Gallus_gallus/Belgium/11943_0003/2022|A_/_H5N1;EPI_ISL_15699929;A/Gallus_gallus/Belgium/11943_0003/2022;A / H5N1;Europe / Belgium / Provincie Limburg / Tongeren;;;Gallus gallus domesticus;2022-10-10
>EPI_ISL_15798083|A/common_buzzard/Sweden/SVA221102SZ0478/FB004505/M-2022|A_/_H5N1;EPI_ISL_15798083;A/common_buzzard/Sweden/SVA221102SZ0478/FB004505/M-2022;A / H5N1;Europe / Sweden / Skane Lan / Tomelilla Kommun;;;Other avian;2022-10-26
>EPI_ISL_15802970|A/Mute_Swan/Sweden/SVA221012SZ0348/FB004113/M-2022|A_/_H5N1;EPI_ISL_15802970;A/Mute_Swan/Sweden/SVA221012SZ0348/FB004113/M-2022;A / H5N1;Europe / Sweden / Skane Lan / Lomma Kommun;;;Cygnus olor;2022-10-05
>EPI_ISL_15942297|A/domestic_duck/England/152473/2022|A_/_H5N1;EPI_ISL_15942297;A/domestic_duck/England/152473/2022;A / H5N1;Europe / United Kingdom;;;Duck;2022-11-15
>EPI_ISL_15957629|A/domestic_duck/England/137940/2022|A_/_H5N1;EPI_ISL_15957629;A/domestic_duck/England/137940/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-20
>EPI_ISL_15957641|A/chicken/England/138092/2022|A_/_H5N1;EPI_ISL_15957641;A/chicken/England/138092/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-20
>EPI_ISL_15957648|A/chicken/England/138155/2022|A_/_H5N1;EPI_ISL_15957648;A/chicken/England/138155/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-20
>EPI_ISL_15957654|A/chicken/England/138249/2022|A_/_H5N1;EPI_ISL_15957654;A/chicken/England/138249/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-20
>EPI_ISL_15957666|A/turkey/England/138429/2022|A_/_H5N1;EPI_ISL_15957666;A/turkey/England/138429/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-20
>EPI_ISL_15957672|A/chicken/England/138486/2022|A_/_H5N1;EPI_ISL_15957672;A/chicken/England/138486/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-21
>EPI_ISL_15957678|A/chicken/England/138597/2022|A_/_H5N1;EPI_ISL_15957678;A/chicken/England/138597/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-21
>EPI_ISL_15957684|A/domestic_goose/England/138821/2022|A_/_H5N1;EPI_ISL_15957684;A/domestic_goose/England/138821/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-10-22
>EPI_ISL_15957690|A/turkey/England/140408/2022|A_/_H5N1;EPI_ISL_15957690;A/turkey/England/140408/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-22
>EPI_ISL_15957708|A/turkey/England/140733/2022|A_/_H5N1;EPI_ISL_15957708;A/turkey/England/140733/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-24
>EPI_ISL_15957722|A/domestic_duck/England/141358/2022|A_/_H5N1;EPI_ISL_15957722;A/domestic_duck/England/141358/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-26
>EPI_ISL_15957728|A/Chicken/England/141539/2022|A_/_H5N1;EPI_ISL_15957728;A/Chicken/England/141539/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-28
>EPI_ISL_15957730|A/Turkey/England/141755/2022|A_/_H5N1;EPI_ISL_15957730;A/Turkey/England/141755/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-29
>EPI_ISL_15957731|A/Turkey/England/141822/2022|A_/_H5N1;EPI_ISL_15957731;A/Turkey/England/141822/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-29
>EPI_ISL_15957766|A/Domestic_Duck/England/141951/2022|A_/_H5N1;EPI_ISL_15957766;A/Domestic_Duck/England/141951/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-29
>EPI_ISL_15957774|A/Chicken/England/141990/2022|A_/_H5N1;EPI_ISL_15957774;A/Chicken/England/141990/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-29
>EPI_ISL_15957785|A/Chicken/England/142196/2022|A_/_H5N1;EPI_ISL_15957785;A/Chicken/England/142196/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-31
>EPI_ISL_15957792|A/Chicken/England/142361/2022|A_/_H5N1;EPI_ISL_15957792;A/Chicken/England/142361/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-31
>EPI_ISL_15957798|A/Turkey/England/143029/2022|A_/_H5N1;EPI_ISL_15957798;A/Turkey/England/143029/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-01
>EPI_ISL_15957810|A/Turkey/England/143169/2022|A_/_H5N1;EPI_ISL_15957810;A/Turkey/England/143169/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-01
>EPI_ISL_15957824|A/Chicken/England/143642/2022|A_/_H5N1;EPI_ISL_15957824;A/Chicken/England/143642/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-11-02
>EPI_ISL_15957830|A/Turkey/England/143717/2022|A_/_H5N1;EPI_ISL_15957830;A/Turkey/England/143717/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-02
>EPI_ISL_15957837|A/Turkey/England/144040/2022|A_/_H5N1;EPI_ISL_15957837;A/Turkey/England/144040/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-02
>EPI_ISL_15957844|A/Domestic_Goose/England/145097/2022|A_/_H5N1;EPI_ISL_15957844;A/Domestic_Goose/England/145097/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-11-03
>EPI_ISL_15957850|A/chicken/Scotland/145272/2022|A_/_H5N1;EPI_ISL_15957850;A/chicken/Scotland/145272/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Chicken;2022-11-02
>EPI_ISL_15957857|A/turkey/England/145357/2022|A_/_H5N1;EPI_ISL_15957857;A/turkey/England/145357/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-03
>EPI_ISL_15957865|A/turkey/England/145657/2022|A_/_H5N1;EPI_ISL_15957865;A/turkey/England/145657/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-03
>EPI_ISL_15957878|A/domestic_duck/England/146319/2022|A_/_H5N1;EPI_ISL_15957878;A/domestic_duck/England/146319/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-11-05
>EPI_ISL_15957885|A/domestic_goose/England/146384/2022|A_/_H5N1;EPI_ISL_15957885;A/domestic_goose/England/146384/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-11-05
>EPI_ISL_15957906|A/domestic_goose/Wales/146569/2022|A_/_H5N1;EPI_ISL_15957906;A/domestic_goose/Wales/146569/2022;A / H5N1;Europe / United Kingdom / Wales;;;Goose;2022-11-06
>EPI_ISL_15957912|A/guinea_fowl/Wales/146571/2022|A_/_H5N1;EPI_ISL_15957912;A/guinea_fowl/Wales/146571/2022;A / H5N1;Europe / United Kingdom / Wales;;;Other avian;2022-11-06
>EPI_ISL_15957919|A/turkey/England/147354/2022|A_/_H5N1;EPI_ISL_15957919;A/turkey/England/147354/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-07
>EPI_ISL_15957925|A/turkey/England/147806/2022|A_/_H5N1;EPI_ISL_15957925;A/turkey/England/147806/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-08
>EPI_ISL_15957933|A/turkey/England/147878/2022|A_/_H5N1;EPI_ISL_15957933;A/turkey/England/147878/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-08
>EPI_ISL_15957940|A/turkey/England/149469/2022|A_/_H5N1;EPI_ISL_15957940;A/turkey/England/149469/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-10
>EPI_ISL_15957953|A/chicken/England/149805/2022|A_/_H5N1;EPI_ISL_15957953;A/chicken/England/149805/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-11-09
>EPI_ISL_15957966|A/chicken/England/150351/2022|A_/_H5N1;EPI_ISL_15957966;A/chicken/England/150351/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-11-13
>EPI_ISL_15957978|A/chicken/England/151023/2022|A_/_H5N1;EPI_ISL_15957978;A/chicken/England/151023/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-11-13
>EPI_ISL_15958004|A/domestic_duck/England/152473/2022|A_/_H5N1;EPI_ISL_15958004;A/domestic_duck/England/152473/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-11-15
>EPI_ISL_16350802|A/common_buzzard/Sweden/SVA221130SZ0475/FB004689/M-2022|A_/_H5N1;EPI_ISL_16350802;A/common_buzzard/Sweden/SVA221130SZ0475/FB004689/M-2022;A / H5N1;Europe / Sweden / Skane Lan / Malmo Kommun;;;Avian;2022-11-25
>EPI_ISL_16384125|A/pheasant/England/331075/2022|A_/_H5N1;EPI_ISL_16384125;A/pheasant/England/331075/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-10-31
>EPI_ISL_16384128|A/turkey/England/141610/2022|A_/_H5N1;EPI_ISL_16384128;A/turkey/England/141610/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-10-27
>EPI_ISL_16384129|A/turkey/England/138376/2022|A_/_H5N1;EPI_ISL_16384129;A/turkey/England/138376/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-10-21
>EPI_ISL_16384137|A/domestic_duck/England/137953/2022|A_/_H5N1;EPI_ISL_16384137;A/domestic_duck/England/137953/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-10-20
>EPI_ISL_16384138|A/domestic_goose/England/132125/2022|A_/_H5N1;EPI_ISL_16384138;A/domestic_goose/England/132125/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-10-14
>EPI_ISL_16384139|A/domestic_goose/England/121576/2022|A_/_H5N1;EPI_ISL_16384139;A/domestic_goose/England/121576/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-09-22
>EPI_ISL_16384142|A/Chicken/England/154150/2022|A_/_H5N1;EPI_ISL_16384142;A/Chicken/England/154150/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-11-19
